Date,SrcIP,DstIP,TotalFlowDuration,TotalFwdPkts,Count,AvgFlowDuration,StdFlowDuration,AvgFwdPkts,StdFwdPkts
2022-12-01,192.168.20.48,13.246.0.149,3327152,84,4,3108560.5,1864479.317830852,81.75,49.547115624087205
2022-12-02,192.168.20.48,13.246.0.149,3276493,86,4,3108560.5,1864479.317830852,81.75,49.547115624087205
2022-12-02,192.168.20.48,13.246.0.149,648344,18,4,3108560.5,1864479.317830852,81.75,49.547115624087205
2022-12-04,192.168.20.48,13.246.0.149,5182253,139,4,3108560.5,1864479.317830852,81.75,49.547115624087205
